Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,EID
"Hanseth O., Lyytinen K.","6602413736;7004068826;","Design theory for dynamic complexity in information infrastructures: The case of building internet",2010,"Journal of Information Technology","25","1",,"1","19",,355,"10.1057/jit.2009.19",2-s2.0-77749292039
"Jullien B.","","Price skewness and competition in multi-sided markets",2008,"Price-skewness and competition in multi-sided markets",,,,"504","",,5,,2-s2.0-67849087675
"Kellex","",[No title available],2012,"Samsung and apple device sales figures outed in court, surprise at the top for samsung",,,,"","",,1,,2-s2.0-84939871103
"Kelly S.M.","",[No title available],2013,"Google Wallet Update for Android Removes NFC Requirement",,,,"","",,1,,2-s2.0-84939871104
"Kharif O.","",[No title available],2011,"AT& T-Verizon-T Mobile Sets $100 Million for Google Fight: Tech",,,,"","",,1,,2-s2.0-84939800044
"Kiladze T., Trichur R.","",[No title available],2013,"Rogers to Take on Banks in Mobile Wallet Wars",,,,"","",,1,,2-s2.0-84939871105
"King R.","",[No title available],2011,"Isis Mobile Payment System Changes Direction",,,,"","",,1,,2-s2.0-84939871106
"Kuittienen T.","",[No title available],2012,"Text Messaging - Drivers of the Deterioration [WWW Document]",,,,"","",,1,,2-s2.0-84939871107
"Leavitt L.","",[No title available],2011,"Polyamorous Google Wallet Adds Visa to Its Arsenal",,,,"","",,1,,2-s2.0-84939871108
"Mahajan V., Muller E., Bass F.M.","","New product diffusion models in marketing: A review and directions for research",1990,"Journal of Marketing","54","1",,"1","26",,1159,,2-s2.0-0003162605
"Markus M.L.","7103062162;","Toward a “Critical Mass” Theory of Interactive Media: Universal Access, Interdependence and Diffusion",1987,"Communication Research","14","5",,"491","511",,548,"10.1177/009365087014005003",2-s2.0-84965565212
"Mas I., Rotman S.","",[No title available],2008,"Going Cashless at the Point of Sale: Hits and Misses in Developed Countries",,,,"","",,9,,2-s2.0-79957989420
[No author name available],[No author id available],[No title available],2014,"Google Wallet",,,,"","",,1,,2-s2.0-84939806822
"Mndez-Wilson D.","",[No title available],2002,"Top Five U.S. Carriers Now Offer SMS Interoperability",,,,"","",,1,,2-s2.0-84939871109
[No author name available],[No author id available],[No title available],2002,"Visa, SKT Launch Korean EMV and Infrared Payment System",,,,"","",,1,,2-s2.0-84939788433
"Ondrus J., Lyytinen K., Pigneur Y.","","Why Mobile Payments Fail? Towards a Dynamic and Multi-Perspective Explanation",2009,"Why mobile payments fail? Towards a dynamic and multi-perspective explanation",,,,"1","10",,6,,2-s2.0-84935056982
"Ondrus J., Pigneur Y.","14054651900;22980726400;","Near field communication: An assessment for future payment systems",2009,"Information Systems and e-Business Management","7","3",,"347","361",,31,"10.1007/s10257-008-0093-1",2-s2.0-67349087551
"Ozcan P., Santos F.M.","26533054200;36947013200;","The market that never was: Turf wars and failed alliances in mobile payments",2015,"Strategic Management Journal","36","10",,"1486","1512",,54,"10.1002/smj.2292",2-s2.0-84941043025
"Parker G.G., Van Alstyne M.W.","8858334600;8960223000;","Two-sided network effects: A theory of information product design",2005,"Management Science","51","10",,"1494","1504",,507,"10.1287/mnsc.1050.0400",2-s2.0-27544481423
"Parker G., Van Alstyne M.","8858334600;8960223000;","Innovation, openness & platform control",2010,"Proceedings of the ACM Conference on Electronic Commerce",,,,"95","",,11,"10.1145/1807342.1807357",2-s2.0-77954731557
"Parker G., Van Alstyne M.","","'Innovation, Openness, and Platform Control'",2008,"Innovation, Openness, and Platform Control",,,,"","",,27,,2-s2.0-67651237856
"Pousttchi K.","22980768400;","A modeling approach and reference models for the analysis of mobile payment use cases",2008,"Electronic Commerce Research and Applications","7","2",,"182","201",,33,"10.1016/j.elerap.2007.07.001",2-s2.0-44149110874
[No author name available],[No author id available],[No title available],2011,"Exclusive Interview with ISIS: Wheres It Going and Whats the Vision",,,,"","",,1,,2-s2.0-84939871111
"Reed B.","",[No title available],2013,"Carriers Finally Unveil Isis Mobile Wallet Now That No One Cares about Mobile Wallets",,,,"","",,1,,2-s2.0-84939871112
"Rochet J.-C., Tirole J.","7003964548;13805189500;","Platform competition in two-sided markets",2003,"Journal of the European Economic Association","1","4",,"990","1029",,1335,"10.1162/154247603322493212",2-s2.0-1942479042
"Rochet J.-C., Tirole J.","","Two-sided markets: an overview",2004,"Two-sided Markets: An Overview",,,,"","",,75,,2-s2.0-33845688329
"Rogers E.M.","",[No title available],1995,"Diffusion of Innovations",,,,"","",,36442,,2-s2.0-0003584083
[No author name available],[No author id available],[No title available],2012,"Rogers Wireless",,,,"","",,1,,2-s2.0-84939871113
"Roson R.","","Two-sided markets: A tentative survey",2005,"Review of Network Economics","4","2",,"142","160",,74,,2-s2.0-34547120672
"Rysman M.","7801555346;","The economics of two-sided markets",2009,"Journal of Economic Perspectives","23","3",,"125","143",,300,"10.1257/jep.23.3.125",2-s2.0-75749090789
